ID,Player,Age,Season,Market Value,Club,Nationality,Position,days_injured,injuries,games_missed,premier_league_appearances,premier_league_goals,premier_league_assists,premier_league_own_goals,premier_league_substitutions_on,premier_league_substitutions_off,premier_league_yellow_cards,premier_league_second_yellow_cards,premier_league_red_cards,premier_league_penalty_goals,premier_league_minutes_per_goal,premier_league_minutes_played,laliga_appearances,laliga_goals,laliga_assists,laliga_own_goals,laliga_substitutions_on,laliga_substitutions_off,laliga_yellow_cards,laliga_second_yellow_cards,laliga_red_cards,laliga_penalty_goals,laliga_minutes_per_goal,laliga_minutes_played,bundesliga_appearances,bundesliga_goals,bundesliga_assists,bundesliga_own_goals,bundesliga_substitutions_on,bundesliga_substitutions_off,bundesliga_yellow_cards,bundesliga_second_yellow_cards,bundesliga_red_cards,bundesliga_penalty_goals,bundesliga_minutes_per_goal,bundesliga_minutes_played,serie_a_appearances,serie_a_goals,serie_a_assists,serie_a_own_goals,serie_a_substitutions_on,serie_a_substitutions_off,serie_a_yellow_cards,serie_a_second_yellow_cards,serie_a_red_cards,serie_a_penalty_goals,serie_a_minutes_per_goal,serie_a_minutes_played,ligue_1_appearances,ligue_1_goals,ligue_1_assists,ligue_1_own_goals,ligue_1_substitutions_on,ligue_1_substitutions_off,ligue_1_yellow_cards,ligue_1_second_yellow_cards,ligue_1_red_cards,ligue_1_penalty_goals,ligue_1_minutes_per_goal,ligue_1_minutes_played,uefa_champions_league_appearances,uefa_champions_league_goals,uefa_champions_league_assists,uefa_champions_league_own_goals,uefa_champions_league_substitutions_on,uefa_champions_league_substitutions_off,uefa_champions_league_yellow_cards,uefa_champions_league_second_yellow_cards,uefa_champions_league_red_cards,uefa_champions_league_penalty_goals,uefa_champions_league_minutes_per_goal,uefa_champions_league_minutes_played,europa_league_appearances,europa_league_goals,europa_league_assists,europa_league_own_goals,europa_league_substitutions_on,europa_league_substitutions_off,europa_league_yellow_cards,europa_league_second_yellow_cards,europa_league_red_cards,europa_league_penalty_goals,europa_league_minutes_per_goal,europa_league_minutes_played,other_competitions_appearances,other_competitions_goals,other_competitions_assists,other_competitions_own_goals,other_competitions_substitutions_on,other_competitions_substitutions_off,other_competitions_yellow_cards,other_competitions_second_yellow_cards,other_competitions_red_cards,other_competitions_penalty_goals,other_competitions_minutes_per_goal,other_competitions_minutes_played
326330,Frenkie de Jong,24,21/22,70000000,FC Barcelona,['Netherlands'],Midfield - Central Midfield,25,3,5,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,2,12,5,1,0,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,523,6,1,2,0,2,2,0,0,0,0,386,386,3,0,0,0,2,2,2,0,0,0,0,133
326330,Frenkie de Jong,25,22/23,55000000,FC Barcelona,['Netherlands'],Midfield - Central Midfield,48,2,9,0,0,0,0,0,0,0,0,0,0,0,0,33,2,4,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,235,2,0,0,0,0,0,0,0,0,0,0,180,4,0,0,0,0,2,0,0,0,0,0,330
326330,Frenkie de Jong,26,23/24,80000000,FC Barcelona,['Netherlands'],Midfield - Central Midfield,262,4,47,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,3,7,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,480
326330,Frenkie de Jong,27,24/25,60000000,FC Barcelona,['Netherlands'],Midfield - Central Midfield,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331560,Takehiro Tomiyasu,17,15/16,0,Avispa Fukuoka,['Japan'],Defender - Right-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,2,1,1,1,0,0,0,1198
331560,Takehiro Tomiyasu,18,16/17,100000,Avispa Fukuoka,['Japan'],Defender - Right-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,4,0,0,0,0,360
331560,Takehiro Tomiyasu,19,17/18,400000,Avispa Fukuoka,['Japan'],Defender - Right-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
331560,Takehiro Tomiyasu,20,18/19,7500000,Sint-Truidense VV,['Japan'],Defender - Right-Back,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,0,0,5,0,0,0,0,1170
331560,Takehiro Tomiyasu,21,19/20,12800000,Bologna FC 1909,['Japan'],Defender - Right-Back,76,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90
331560,Takehiro Tomiyasu,21,20/21,18000000,Bologna FC 1909,['Japan'],Defender - Right-Back,54,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,210
331560,Takehiro Tomiyasu,22,20/21,18000000,Bologna FC 1909,['Japan'],Defender - Right-Back,54,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,210
331560,Takehiro Tomiyasu,23,21/22,25000000,Arsenal FC,['Japan'],Defender - Right-Back,60,1,11,21,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90
331560,Takehiro Tomiyasu,23,22/23,23500000,Arsenal FC,['Japan'],Defender - Right-Back,119,2,20,21,0,1,0,15,3,2,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,3,4,0,0,0,0,0,401,3,0,0,0,0,2,0,0,0,0,0,216
331560,Takehiro Tomiyasu,25,23/24,32500000,Arsenal FC,['Japan'],Defender - Right-Back,71,2,13,22,2,1,0,12,2,0,1,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,3,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,123
333241,Joelinton,18,14/15,1000000,Sport Club do Recife,['Brazil'],Midfield - Central Midfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0,2,4,3,0,0,0,814,894
333241,Joelinton,19,15/16,1200000,TSG 1899 Hoffenheim,['Brazil'],Midfield - Central Midfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333241,Joelinton,20,16/17,1200000,Rapid Vienna,['Brazil'],Midfield - Central Midfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,5,0,7,6,7,1,0,1,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,4,2,0,0,0,209,418,9,3,2,0,2,4,0,0,0,0,88,600
333241,Joelinton,21,17/18,1200000,Rapid Vienna,['Brazil'],Midfield - Central Midfield,37,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,1,0,8,7,6,0,1,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,1,264,264
333241,Joelinton,22,18/19,14900000,TSG 1899 Hoffenheim,['Brazil'],Midfield - Central Midfield,51,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,7,0,3,10,5,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,389,389,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,41,122
333241,Joelinton,23,19/20,25000000,Newcastle United,['Brazil'],Midfield - Central Midfield,23,5,0,38,2,2,0,6,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,1,1,0,0,0,211,421
333241,Joelinton,24,20/21,18500000,Newcastle United,['Brazil'],Midfield - Central Midfield,0,0,0,31,4,2,0,8,13,3,0,0,1,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,2,0,0,0,0,108,297
333241,Joelinton,25,21/22,16500000,Newcastle United,['Brazil'],Midfield - Central Midfield,46,3,4,35,4,1,0,5,6,8,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,180
333241,Joelinton,26,22/23,32700000,Newcastle United,['Brazil'],Midfield - Central Midfield,9,1,2,32,6,2,0,2,5,12,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,1,0,1,0,0,0,280,650
333241,Joelinton,27,23/24,41000000,Newcastle United,['Brazil'],Midfield - Central Midfield,159,3,28,20,2,1,0,5,8,6,0,0,0,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,2,0,0,0,335,335,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,227
335721,Ben White,22,19/20,5000000,Leeds United,['England'],Defender - Right-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,2,0,1,0,6,0,0,0,0,225
335721,Ben White,23,20/21,22500000,Brighton & Hove Albion,['England'],Defender - Right-Back,0,0,0,36,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,269
335721,Ben White,23,21/22,40000000,Arsenal FC,['England'],Defender - Right-Back,20,1,3,32,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,398
335721,Ben White,24,21/22,40000000,Arsenal FC,['England'],Defender - Right-Back,20,1,3,32,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,398
335721,Ben White,25,22/23,47500000,Arsenal FC,['England'],Defender - Right-Back,0,0,0,38,2,5,0,2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,2,0,0,0,0,0,394,1,0,0,0,1,0,0,0,0,0,0,9
335721,Ben White,26,23/24,55000000,Arsenal FC,['England'],Defender - Right-Back,11,1,1,37,4,4,0,2,8,8,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,3,0,2,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0,0,0,339
338424,Mikel Merino,18,14/15,1000000,CA Osasuna,['Spain'],Midfield - Central Midfield,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,4,0,7,12,9,0,1,0,0,0
338424,Mikel Merino,19,15/16,2000000,CA Osasuna,['Spain'],Midfield - Central Midfield,18,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,1,0,2,3,13,0,1,0,844,354
338424,Mikel Merino,20,16/17,3000000,Borussia Dortmund,['Spain'],Midfield - Central Midfield,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,1,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19
338424,Mikel Merino,21,17/18,9000000,Newcastle United,['Spain'],Midfield - Central Midfield,38,2,10,24,1,1,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,81
338424,Mikel Merino,22,18/19,9000000,Real Sociedad,['Spain'],Midfield - Central Midfield,53,1,14,0,0,0,0,0,0,0,0,0,0,0,0,29,3,5,0,5,9,8,1,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,142,142
338424,Mikel Merino,23,19/20,24700000,Real Sociedad,['Spain'],Midfield - Central Midfield,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,5,1,0,1,5,9,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,2,0,0,0,561,561
338424,Mikel Merino,24,20/21,37500000,Real Sociedad,['Spain'],Midfield - Central Midfield,61,1,11,0,0,0,0,0,0,0,0,0,0,0,0,26,2,4,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,2,0,0,0,0,695,2,0,0,0,0,0,1,0,0,0,0,240
338424,Mikel Merino,25,21/22,50000000,Real Sociedad,['Spain'],Midfield - Central Midfield,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,34,3,4,0,1,7,8,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,0,0,0,516,516,3,0,0,0,0,0,0,0,0,0,0,270
338424,Mikel Merino,26,22/23,50000000,Real Sociedad,['Spain'],Midfield - Central Midfield,25,1,4,0,0,0,0,0,0,0,0,0,0,0,0,33,2,9,0,5,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,543,3,1,0,0,1,2,0,0,0,0,127,127
338424,Mikel Merino,27,23/24,50000000,Real Sociedad,['Spain'],Midfield - Central Midfield,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,5,7,10,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,2,0,0,0,315,630,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,2,2,0,0,0,486,486
339808,Theo Hernández,18,16/17,1000000,Deportivo Alavés,"['France', 'Spain']",Defender - Left-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,4,0,2,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,1,0,0,475,475
339808,Theo Hernández,19,16/17,7500000,Deportivo Alavés,"['France', 'Spain']",Defender - Left-Back,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,4,0,2,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,1,0,0,475,475
339808,Theo Hernández,19,17/18,20000000,Real Madrid,"['France', 'Spain']",Defender - Left-Back,21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,3,2,1,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,555
339808,Theo Hernández,20,17/18,16700000,Real Madrid,"['France', 'Spain']",Defender - Left-Back,21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,3,2,1,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,555
339808,Theo Hernández,21,18/19,15000000,Real Sociedad,"['France', 'Spain']",Defender - Left-Back,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,0,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,360
339808,Theo Hernández,22,19/20,28800000,AC Milan,"['France', 'Spain']",Defender - Left-Back,53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,5,1,1,3,10,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,281,281
339808,Theo Hernández,22,20/21,45000000,AC Milan,"['France', 'Spain']",Defender - Left-Back,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,6,0,0,2,9,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,1,1,0,0,1,552,552,5,0,0,0,1,0,1,0,0,0,0,448
339808,Theo Hernández,23,20/21,50000000,AC Milan,"['France', 'Spain']",Defender - Left-Back,19,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,6,0,0,2,9,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,1,1,0,0,1,552,552,5,0,0,0,1,0,1,0,0,0,0,448
339808,Theo Hernández,24,21/22,48000000,AC Milan,"['France', 'Spain']",Defender - Left-Back,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,6,0,2,2,5,1,1,1,543,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,390
339808,Theo Hernández,25,22/23,57500000,AC Milan,"['France', 'Spain']",Defender - Left-Back,25,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,3,1,0,5,7,0,0,1,694,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,3,2,0,0,0,0,948,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,133
339808,Theo Hernández,26,23/24,57500000,AC Milan,"['France', 'Spain']",Defender - Left-Back,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,4,0,1,4,11,0,1,1,559,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,540,6,0,3,0,0,0,1,0,0,0,0,540,2,0,3,0,0,0,1,0,0,0,0,180
340950,Diogo Jota,17,14/15,100000,FC Paços de Ferreira U19,['Portugal'],Attack - Centre-Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,3,5,1,0,0,0,378,754
